hour,occupancy_index,occupancy_text,day,av_time_spent,place_id,name,vicinity
12,31,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
13,32,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
14,24,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
15,20,Usually not busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
16,27,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
17,37,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
18,40,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
19,32,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
20,27,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
21,34,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
22,35,Usually not too busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
23,18,Usually not busy,Tuesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
6,0,,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
7,0,,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
8,0,,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
9,0,,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
10,5,Usually not busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
11,12,Usually not busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
12,20,Usually not busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
13,27,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
14,32,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
15,31,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
16,27,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
17,26,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
18,34,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
19,47,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
20,55,Usually a little busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
21,50,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
22,32,Usually not too busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
23,15,Usually not busy,Wednesday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
6,0,,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
7,0,,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
8,0,,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
9,0,,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
10,8,Usually not busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
11,23,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
12,37,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
13,40,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
14,35,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
15,37,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
16,45,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
17,46,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
18,41,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
19,37,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
20,45,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
21,53,Usually a little busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
22,42,Usually not too busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
23,20,Usually not busy,Thursday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
6,0,,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
7,0,,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
8,0,,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
9,0,,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
10,8,Usually not busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
11,15,Usually not busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
12,23,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
13,30,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
14,35,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
15,36,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
16,34,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
17,31,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
18,32,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
19,41,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
20,57,Usually a little busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
21,77,Usually a little busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
22,90,Usually as busy as it gets,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
23,86,Usually as busy as it gets,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
0,67,Usually a little busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
1,43,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
2,23,Usually not too busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
3,10,Usually not busy,Friday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
6,0,,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
7,0,,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
8,0,,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
9,0,,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
10,6,Usually not busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
11,13,Usually not busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
12,21,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
13,31,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
14,40,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
15,46,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
16,47,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
17,44,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
18,37,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
19,33,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
20,38,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
21,60,Usually a little busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
22,88,Usually as busy as it gets,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
23,100,Usually as busy as it gets,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
0,83,Usually as busy as it gets,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
1,50,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
2,21,Usually not too busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
3,6,Usually not busy,Saturday,People typically spend 45 min here,ChIJ1ezHy1bNHkcRIEaHR0Xh9oU,Amrit Oriental Food,"Warecka 8, Warszawa"
6,0,,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,0,,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,8,Usually not busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,25,Usually not too busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,51,Usually a little busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,75,Usually a little busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,83,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,80,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,82,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,92,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,100,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,100,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,88,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,61,Usually a little busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,29,Usually not too busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
0,8,Usually not busy,Sunday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,6,Usually not busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,12,Usually not busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,18,Usually not busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,22,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,23,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,20,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,17,Usually not busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,21,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,34,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,43,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,41,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,47,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,51,Usually a little busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,29,Usually not too busy,Monday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,8,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,13,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,18,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,20,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,19,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,16,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,14,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,23,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,42,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,51,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,49,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,55,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,44,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,15,Usually not busy,Tuesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,5,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,10,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,15,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,16,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,16,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,17,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,19,Usually not busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,23,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,34,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,52,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,69,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,70,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
